index,model_name,input_horizontal,input_vertical,step,Execution_time,number_of_layers,FLOPs_G,Total_params_M,Memory_M,total_num_of_neurons_M
336,vgg19,128,128,6,32.9132199287415,26,10.65,36.57,17.138604,4.301034
337,vgg19,128,128,7,27.0427465438843,26,9.16,27.31,18.186668,4.56305
338,vgg19,128,128,8,37.4029278755188,26,11,45.9,19.52158,4.896778
339,vgg19,128,128,9,29.5300841331482,26,9.87,29.81,18.396588,4.61553
340,vgg19,128,128,10,28.1260251998901,26,9.65,28.18,17.671852,4.434346
341,vgg19,144,144,1,50.6538987159729,26,14.07,42.64,24.4959,6.14471
342,vgg19,144,144,2,46.9230890274048,26,11.57,50.2,21.151108,5.308512
343,vgg19,144,144,3,44.1094279289246,26,12.17,38.76,20.074228,5.039292
344,vgg19,144,144,4,40.7836556434631,26,10.97,37.33,20.256964,5.084976
345,vgg19,144,144,5,47.0825910568237,26,13.86,35.63,23.855204,5.984536
346,vgg19,144,144,6,48.918604850769,26,12.09,51.38,21.447348,5.382572
347,vgg19,144,144,7,38.6352300643921,26,10.03,39.39,21.50522,5.39704
348,vgg19,144,144,8,46.0668444633484,26,13.03,39.43,22.154804,5.559436
349,vgg19,144,144,9,43.6374187469482,26,12.77,31.5,22.674044,5.689246
350,vgg19,144,144,10,44.6527242660522,26,13.68,31.43,24.253476,6.084104
351,vgg19,160,160,1,54.8562407493591,26,14.24,52.86,27.524796,6.906798
352,vgg19,160,160,2,53.4802198410034,26,12.92,61.19,23.574812,5.919302
353,vgg19,160,160,3,50.4058718681335,26,15.13,36.82,29.323356,7.356438
354,vgg19,160,160,4,44.2083120346069,26,13.79,31.57,26.304076,6.601618
355,vgg19,160,160,5,52.1254658699036,26,12.01,57.96,24.347116,6.112378
356,vgg19,160,160,6,47.468888759613,26,14.61,34.53,28.61654,7.179734
357,vgg19,160,160,7,60.8914732933044,26,16.88,57.43,27.775356,6.969438
358,vgg19,160,160,8,50.6422281265259,26,14.45,45,24.087548,6.047486
359,vgg19,160,160,9,54.7466278076172,26,17.46,36.51,29.726972,7.457342
360,vgg19,160,160,10,46.4101314544678,26,13.84,37.71,24.743548,6.211486
361,vgg19,176,176,1,61.9876027107239,26,17.87,52.81,33.866308,8.497552
362,vgg19,176,176,2,59.9041342735291,26,18.18,45.49,35.224116,8.837004
363,vgg19,176,176,3,61.1963748931885,26,19.7,39.15,35.614148,8.934512
364,vgg19,176,176,4,60.5891108512878,26,18.73,41.72,35.305884,8.857446
365,vgg19,176,176,5,51.9393444061279,26,16.39,37.8,32.315948,8.109962
366,vgg19,176,176,6,64.3947601318359,26,19.87,46.81,32.736628,8.215132
367,vgg19,176,176,7,59.6966743469238,26,16.97,48.49,30.668636,7.698134
368,vgg19,176,176,8,51.9272804260254,26,13.84,51.57,29.352692,7.369148
369,vgg19,176,176,9,70.9131479263306,26,19.58,62.49,32.736692,8.215148
370,vgg19,176,176,10,69.8953866958618,26,19.38,60.22,36.884388,9.252072
371,vgg19,192,192,1,66.7981052398682,26,23.08,43.24,40.372844,10.130074
372,vgg19,192,192,2,67.8605842590332,26,19.93,61.05,38.525804,9.668314
373,vgg19,192,192,3,62.490348815918,26,20.15,42.36,38.5811,9.682138
374,vgg19,192,192,4,76.4648628234863,26,24.49,56.31,42.4787,10.656538
375,vgg19,192,192,5,76.4367389678955,26,20.08,75.38,42.301868,10.61233
376,vgg19,192,192,6,66.7630481719971,26,19.23,56.72,38.936556,9.771002
377,vgg19,208,208,1,91.3727474212647,26,27.18,58.55,49.878828,12.51297
378,vgg19,208,208,2,84.3641376495361,26,24.18,60.23,44.277788,11.11271
379,vgg19,208,208,3,77.1364307403564,26,23.69,48.25,42.65122,10.706068
380,vgg19,208,208,4,85.2735042572022,26,27.33,42.54,44.68426,11.214328
381,vgg19,208,208,5,76.2520217895508,26,21.74,57.04,36.124844,9.074474
384,GoogLeNet,128,128,1,5.24,95,0.51,5.93,4.543972,1.152376
385,GoogLeNet,128,128,2,5.3319,95,0.58,5.9,4.757012,1.205636
386,GoogLeNet,128,128,3,5.1934,95,0.55,5.82,4.61742,1.170738
387,GoogLeNet,128,128,4,5.13255119323731,95,0.51,5.9,4.70742,1.193238
388,GoogLeNet,128,128,5,4.92095947265625,95,0.45,5.88,3.949396,1.003732
389,GoogLeNet,128,128,6,5.31888484954834,95,0.56,5.81,4.744732,1.202566
390,GoogLeNet,128,128,7,4.97301578521729,95,0.46,5.66,4.179964,1.061374
391,GoogLeNet,128,128,8,5.05359649658203,95,0.46,5.94,4.124084,1.047404
392,GoogLeNet,128,128,9,5.31964778900147,95,0.55,5.88,4.960364,1.256474
393,GoogLeNet,128,128,10,5.24590015411377,95,0.56,5.92,4.928812,1.248586
394,GoogLeNet,160,160,1,6.67182922363281,95,0.96,6.7,7.80402,1.976604
395,GoogLeNet,160,160,2,6.730637550354,95,0.99,6.66,8.402404,2.1262
396,GoogLeNet,160,160,3,6.65842056274414,95,0.99,6.59,7.800956,1.975838
397,GoogLeNet,160,160,4,6.5477991104126,95,0.96,6.7,8.275916,2.094578
398,GoogLeNet,160,160,5,6.14504814147949,95,0.88,6.49,7.700916,1.950828
399,GoogLeNet,160,160,6,6.15987300872803,95,0.79,6.51,7.05726,1.789914
400,GoogLeNet,160,160,7,6.41429424285889,95,0.87,6.53,7.47714,1.894884
401,GoogLeNet,160,160,8,6.41663551330566,95,0.89,6.49,7.679484,1.94547
402,GoogLeNet,192,192,9,6.17804527282715,95,0.82,6.34,7.518012,1.905102
403,GoogLeNet,192,192,10,6.61712169647217,95,0.94,6.54,8.081444,2.04596
404,GoogLeNet,192,192,1,8.81490707397461,95,1.56,6.5,12.568444,3.178974
405,GoogLeNet,192,192,2,7.91012763977051,95,1.19,6.4,10.416716,2.641042
406,GoogLeNet,192,192,3,8.41368198394775,95,1.33,6.61,11.9751,3.030638
407,GoogLeNet,192,192,4,8.38388442993164,95,1.34,6.59,11.987796,3.033812
408,GoogLeNet,192,192,5,8.98715019226074,95,1.51,6.68,12.492468,3.15998
409,GoogLeNet,192,192,6,8.41994285583496,95,1.31,6.51,11.30002,2.861868
410,GoogLeNet,192,192,7,9.111328125,95,1.6,6.7,13.248036,3.348872
411,GoogLeNet,192,192,8,9.10669326782227,95,1.5,6.65,12.604812,3.188066
412,GoogLeNet,192,192,9,8.14215660095215,95,1.21,6.41,11.12374,2.817798
413,GoogLeNet,192,192,10,8.19471836090088,95,1.24,6.51,11.074748,2.80555
414,GoogLeNet,224,224,1,10.4173278808594,95,1.79,7.94,15.952996,4.038424
415,GoogLeNet,224,224,2,11.0425472259521,95,1.9,7.39,16.36814,4.14221
416,GoogLeNet,224,224,3,11.8843793869019,95,1.92,7.49,16.426276,4.156744
417,GoogLeNet,224,224,4,10.3210272445679,95,1.77,7.69,15.7261,3.9817
418,GoogLeNet,224,224,5,10.3341436386108,95,1.72,7.48,15.37018,3.89272
419,GoogLeNet,224,224,6,11.4628314971924,95,2.04,7.73,16.549396,4.187524
420,GoogLeNet,224,224,7,10.9858,95,1.91,7.87,16.559508,4.190052
421,GoogLeNet,224,224,8,11.13,95,2.08,7.73,16.32662,4.13183
422,GoogLeNet,224,224,9,10.7718,95,1.94,7.8,15.694364,3.973766
423,GoogLeNet,224,224,10,11.3606,95,2.04,7.78,17.267852,4.367138
424,GoogLeNet,256,256,1,13.514,95,2.69,8.72,22.572548,5.708672
425,synthetic,160,160,1,4.31079149246216,16,0.56,3.79,9.899092,2.500372
426,synthetic,160,160,2,3.61993074417114,16,0.3,3,6.215412,1.579452
427,synthetic,160,160,3,3.61571073532104,16,0.39,3.44,7.256676,1.839768
428,synthetic,160,160,4,4.4249439239502,16,0.54,4.66,9.80702,2.477354
429,synthetic,160,160,5,3.76429557800293,16,0.26,4.41,6.369516,1.617978
430,synthetic,160,160,6,3.87397289276123,16,0.44,4.13,8.214236,2.079158
431,synthetic,160,160,7,4.64436054229736,16,0.5,4.78,8.876292,2.244672
432,synthetic,160,160,8,3.04229736328125,16,0.33,2.86,6.394276,1.624168
433,synthetic,160,160,9,3.89416933059692,16,0.53,3.23,9.756492,2.464722
434,synthetic,160,160,10,2.86945819854736,16,0.43,1.7,8.017108,2.029876
435,synthetic,192,192,1,4.9622654914856,16,0.72,3.75,13.392172,3.384906
436,synthetic,192,192,2,6.04750633239746,16,0.63,6.52,12.456012,3.150866
437,synthetic,192,192,3,5.35784482955933,16,0.47,7.22,8.873532,2.255246
438,synthetic,192,192,4,4.82759475708008,16,0.78,3.09,14.190668,3.58453
439,synthetic,192,192,5,5.73532104492188,16,0.51,7.09,10.478108,2.65639
440,synthetic,192,192,6,3.82346153259277,16,0.32,4,8.364236,2.127922
441,synthetic,192,192,7,5.17260074615479,16,0.54,5.58,10.684884,2.708084
442,synthetic,192,192,8,6.0563850402832,16,0.83,5.92,14.353044,3.625124
443,synthetic,192,192,9,4.27176952362061,16,0.55,3.21,10.19682,2.586068
444,synthetic,192,192,10,5.76861619949341,16,0.63,6.26,12.42046,3.141978
445,synthetic,224,224,1,7.27567195892334,16,1.1,6.76,19.51558,4.92907
446,synthetic,224,224,2,5.34663200378418,16,0.73,5.01,13.0307,3.30785
447,synthetic,224,224,3,5.99723815917969,16,0.84,4.41,14.644572,3.711318
448,synthetic,224,224,4,4.95246648788452,16,0.55,3.5,12.914332,3.278758
449,synthetic,224,224,5,7.05309391021729,16,1.03,4.42,18.117052,4.579438
450,synthetic,224,224,6,6.86391592025757,16,0.85,7.43,16.180332,4.095258
451,synthetic,224,224,7,5.61068773269653,16,0.65,4.09,13.76626,3.49174
452,synthetic,224,224,8,8.04596185684204,16,1.04,7.22,18.135452,4.584038
453,synthetic,224,224,9,4.98216152191162,16,0.67,4.06,12.38934,3.14751
454,synthetic,224,224,10,8.69527816772461,16,1.08,8.72,18.242412,4.610778
455,synthetic,256,256,1,9.78679180145264,16,1.37,10.05,23.74834,6.00262
456,synthetic,256,256,2,6.16194486618042,16,0.72,3.64,17.387924,4.412516
457,synthetic,256,256,3,8.72152328491211,16,1.44,6.52,25.5467,6.45221
458,synthetic,256,256,4,10.9731698036194,16,1.54,8.88,26.434748,6.674222
459,synthetic,256,256,5,9.57927942276001,16,1.29,9.34,23.95374,6.05397
460,synthetic,256,256,6,9.21638488769531,16,1.19,8.35,22.550012,5.703038
461,synthetic,256,256,7,9.25238370895386,16,1.28,8.42,23.401188,5.915832
462,synthetic,256,256,8,8.36464405059814,16,1.32,5.5,23.069132,5.832818
463,synthetic,256,256,9,5.92830419540405,16,0.71,3.49,16.806484,4.267156
464,synthetic,256,256,10,7.00751304626465,16,0.94,5.85,19.41302,4.91879
465,synthetic,288,288,1,10.2881360054016,16,1.5,7.87,26.10106,6.608208
466,synthetic,288,288,2,12.8136324882507,16,1.5,13.57,27.868188,7.04999
467,synthetic,288,288,3,12.0854353904724,16,1.95,6.14,33.524508,8.46407
468,synthetic,288,288,4,11.5943551063538,16,1.83,10.12,32.4371,8.192218
469,synthetic,288,288,5,9.67703819274902,16,1.31,7.88,23.333724,5.916374
470,synthetic,288,288,6,8.51534605026245,16,0.86,8.82,19.702756,5.008632
471,synthetic,288,288,7,9.58644390106201,16,1.49,5.43,27.91486,7.061658
472,synthetic,288,288,8,9.561927318573,16,0.86,13.15,19.528788,4.96514
473,synthetic,288,288,9,9.85685586929321,16,1.09,11.35,21.043116,5.343722
474,synthetic,288,288,10,10.6505560874939,16,1.77,8.01,30.914796,7.811642
475,synthetic,320,320,1,11.7748355865479,16,1.62,10.27,29.5907,7.500074
476,synthetic,320,320,2,12.4605703353882,16,1.76,11.98,32.568964,8.24464
477,synthetic,320,320,3,11.2486720085144,16,1.81,5.25,34.403604,8.7033
478,synthetic,320,320,4,13.1791830062866,16,2.06,7.01,36.212756,9.155588
479,synthetic,320,320,5,12.0471501350403,16,1.9,7.1,36.360708,9.192576
480,synthetic,320,320,6,13.4803366661072,16,1.5,18.13,26.770076,6.794918
481,synthetic,320,320,7,13.1214785575867,16,1.86,11.2,36.129116,9.134678
482,synthetic,320,320,8,11.6221237182617,16,1.67,9.07,29.850932,7.565132
483,synthetic,320,320,9,12.4702787399292,16,2.23,8.15,40.014028,10.105906
484,synthetic,320,320,10,12.3185276985168,16,1.64,11.4,32.02162,8.107804
485,synthetic,352,352,1,20.2441000938416,16,2.52,22.65,44.721508,11.30428
486,synthetic,352,352,2,14.4811034202576,16,2.71,7.16,48.522428,12.25451
487,synthetic,352,352,3,11.957700252533,16,1.68,8.47,32.68654,8.295538
488,synthetic,352,352,4,14.6851420402527,16,2.08,12.67,34.598852,8.773616
489,synthetic,352,352,5,17.1362686157227,16,2.53,14.24,45.859268,11.58872
490,synthetic,352,352,6,15.3255486488342,16,1.79,13.7,33.960028,8.61391
491,synthetic,352,352,7,14.8698377609253,16,1.98,12.33,38.721212,9.804206
492,synthetic,352,352,8,15.0022578239441,16,1.61,15.05,32.97162,8.366808
493,synthetic,352,352,9,17.269868850708,16,2.81,11.77,48.866692,12.340576
494,synthetic,352,352,10,14.5183205604553,16,2.48,8.22,44.759156,11.313692
495,synthetic,384,384,1,16.953752040863,16,2.1,12.03,40.40494,10.24869
496,synthetic,384,384,2,20.0629997253418,16,3.17,15.98,56.400612,14.247608
497,synthetic,384,384,3,13.5184264183044,16,1.69,8.31,38.571484,9.790326
498,synthetic,384,384,4,19.0628337860107,16,3.08,12.59,54.918932,13.877188
499,synthetic,384,384,5,16.2953186035156,16,1.97,15.02,42.106796,10.674154
500,synthetic,384,384,6,18.3917212486267,16,2.75,11.04,51.2837,12.96838
501,synthetic,384,384,7,21.4013481140137,16,2.92,19.19,50.853444,12.860816
502,synthetic,384,384,8,17.6733541488647,16,1.86,21.51,36.90738,9.3743
503,synthetic,384,384,9,17.9836368560791,16,2.15,20.31,37.482068,9.517972
504,synthetic,384,384,10,15.2121806144714,16,2.5,8.79,45.83418,11.606
505,synthetic,416,416,1,29.4470596313477,16,4.19,25.95,69.238244,17.482616
506,synthetic,416,416,2,25.0071740150452,16,3.8,20.81,65.143836,16.459014
507,synthetic,416,416,3,21.8524098396301,16,3.05,15.44,51.719524,13.102936
508,synthetic,416,416,4,20.8330035209656,16,2.76,19.65,47.62634,12.07964
509,synthetic,416,416,5,23.382043838501,16,3.91,17.05,68.29942,17.24791
510,synthetic,416,416,6,22.2173476219177,16,3.23,15.91,61.639388,15.582902
511,synthetic,416,416,7,23.5963892936707,16,2.7,21.95,52.490996,13.295804
512,synthetic,416,416,8,21.6861963272095,16,2.91,17.86,49.687172,12.594848
513,synthetic,416,416,9,27.0852398872375,16,4.02,24.44,68.61598,17.32705
514,synthetic,416,416,10,25.2037739753723,16,4.04,12.49,70.142668,17.708722
515,synthetic,448,448,1,18.2138228416443,16,2.78,12,52.079828,13.22066
516,synthetic,448,448,2,23.5508823394775,16,3.29,19.63,61.896732,15.674886
517,synthetic,448,448,3,29.6434497833252,16,4.14,24.3,71.384164,18.046744
518,synthetic,448,448,4,24.8929357528687,16,2.99,24.46,61.85414,15.664238
519,synthetic,448,448,5,25.1100468635559,16,3.05,23.96,57.65146,14.613568
520,synthetic,448,448,6,28.863251209259,16,3.81,21.73,70.022796,17.706402
521,synthetic,448,448,7,27.1558141708374,16,4.59,16.06,79.500884,20.075924
522,synthetic,448,448,8,22.3098731040955,16,2.33,20.12,52.45022,13.313258
523,synthetic,448,448,9,31.6671013832092,16,4.77,24.22,80.07858,20.220348
524,synthetic,448,448,10,24.3922662734985,16,3.01,25.29,54.24786,13.762668
525,synthetic,480,480,1,33.9084053039551,16,3.94,37.5,64.786276,16.426968
526,synthetic,480,480,2,40.1617336273193,16,5.1,43.67,88.65718,22.394694
527,synthetic,480,480,3,34.8228168487549,16,5.49,23.98,92.083636,23.251308
528,synthetic,480,480,4,26.2905693054199,16,3.57,22.21,61.752364,15.66849
529,synthetic,480,480,5,41.4788055419922,16,5.12,44.53,86.834852,21.939112
530,synthetic,480,480,6,43.0692672729492,16,5.74,36.17,94.648108,23.892426
531,synthetic,480,480,7,33.9701747894287,16,3.51,38.45,65.669244,16.64771
532,synthetic,480,480,8,40.6001853942871,16,5.19,42.78,88.958988,22.470146
533,synthetic,480,480,9,28.8092041015625,16,4.14,22.31,72.550532,18.368032
534,synthetic,480,480,10,31.2678146362305,16,5.34,16.25,91.607796,23.132348
